Order ID,Customer ID,Order Date,Product Name,Product Category,Product Type,Revenue,Discount Applied,Discount Amount,Coupon Code,Subscription Status,Subscription Start Date,Subscription End Date,Is Upsell,Upsell Source,Churned,Order Count,Fulfillment Status,Payment Method,Device Used,Traffic Source,Country,Region,Shipping Fee,Tax Collected,Refund Status,Customer Segment,Customer Email Opt-in,Average Session Duration,Pageviews,Cart Abandonment,Is First Purchase,Bundle Purchase,Loyalty Points Earned,Review Left,Customer Satisfaction Score,Shipping Method,Gift Order,Affiliate Source,Is Repeat Subscription
1049,CUST0006,2025-01-18,Shaker Bottle,Fitness,One-Time,83.09,No,8.85,SUMMER10,,2024-12-19,2025-02-18,No,,No,3,Unfulfilled,Credit Card,Desktop,Referral,Australia,North,0.14,2.63,Full,Returning,No,138,6,Yes,Yes,No,227,No,9,Standard,No,No,Yes
1050,CUST0024,2025-01-19,Pre-Workout,Nutrition,Subscription,22.02,No,6.73,,Active,2024-12-20,2025-02-19,Yes,,No,2,Unfulfilled,PayPal,Desktop,Organic,USA,North,2.17,2.17,Partial,VIP,Yes,146,16,No,No,No,14,No,4,Standard,Yes,Yes,Yes
1051,CUST0049,2025-01-20,Shaker Bottle,Nutrition,One-Time,62.27,No,0.41,SUMMER10,,2024-12-21,2025-02-20,No,,Yes,9,Fulfilled,Shop Pay,Mobile,Referral,Canada,North,10.74,3.27,Partial,VIP,No,80,5,Yes,Yes,Yes,84,Yes,5,Express,No,Yes,Yes
1052,CUST0002,2025-01-21,Protein Bar,Accessories,One-Time,13.33,No,6.17,,Churned,2024-12-22,2025-02-21,No,,Yes,4,Pending,PayPal,Tablet,Organic,Australia,West,8.43,3.23,Partial,New,Yes,260,16,No,Yes,Yes,290,No,5,Overnight,No,Yes,No
1053,CUST0001,2025-01-22,Protein Bar,Health,Subscription,52.63,No,18.72,SUMMER10,,2024-12-23,2025-02-22,No,Zipify,Yes,7,Unfulfilled,PayPal,Desktop,Organic,USA,East,3.75,3.51,None,VIP,No,112,4,Yes,No,No,76,Yes,7,Express,No,No,Yes
1054,CUST0031,2025-01-23,Vitamin Pack,Health,Subscription,94.53,No,13.19,,Churned,2024-12-24,2025-02-23,Yes,,Yes,9,Fulfilled,Credit Card,Tablet,Referral,Australia,South,9.31,9.49,Full,New,No,123,5,No,No,Yes,195,Yes,7,Express,Yes,No,No
1055,CUST0035,2025-01-24,Energy Drink,Accessories,Subscription,14.51,Yes,17.97,BFCM,Churned,2024-12-25,2025-02-24,Yes,Zipify,Yes,8,Fulfilled,PayPal,Mobile,Organic,Canada,West,1.73,8.36,Partial,Returning,No,103,12,Yes,Yes,Yes,372,Yes,7,Express,No,Yes,Yes
1056,CUST0011,2025-01-25,Vitamin Pack,Nutrition,One-Time,93.39,Yes,11.15,,Active,2024-12-26,2025-02-25,No,,No,6,Pending,Shop Pay,Mobile,Referral,Australia,North,3.5,6.06,Full,New,No,161,18,Yes,Yes,No,65,Yes,7,Overnight,No,Yes,No
1057,CUST0044,2025-01-26,Energy Drink,Fitness,Subscription,60.22,Yes,11.57,NEW20,Churned,2024-12-27,2025-02-26,No,PostPilot,No,9,Fulfilled,Shop Pay,Mobile,Ads,Australia,West,10.06,0.64,None,VIP,Yes,127,12,No,Yes,Yes,454,No,8,Overnight,Yes,Yes,Yes
1058,CUST0017,2025-01-27,Protein Bar,Nutrition,Subscription,97.34,No,5.22,SUMMER10,Churned,2024-12-28,2025-02-27,Yes,,Yes,9,Pending,Shop Pay,Tablet,Organic,UK,East,5.97,8.93,None,VIP,No,42,2,No,No,Yes,414,No,8,Overnight,No,Yes,No
1059,CUST0015,2025-01-28,Pre-Workout,Nutrition,Subscription,12.04,No,14.8,,,2024-12-29,2025-02-28,Yes,OneClickUpsell,No,9,Pending,PayPal,Desktop,Ads,Australia,West,10.31,6.56,Partial,New,No,223,6,No,Yes,Yes,172,Yes,8,Standard,Yes,Yes,Yes
1060,CUST0035,2025-01-29,Pre-Workout,Health,One-Time,55.48,Yes,15.79,,Active,2024-12-30,2025-03-01,No,Zipify,No,1,Pending,Shop Pay,Mobile,Ads,USA,East,8.64,3.51,Full,New,Yes,215,12,Yes,Yes,No,217,Yes,6,Express,No,Yes,No
1061,CUST0038,2025-01-30,Energy Drink,Health,Subscription,83.0,Yes,3.54,SUMMER10,Churned,2024-12-31,2025-03-02,No,,No,1,Pending,Shop Pay,Desktop,Organic,Canada,North,2.01,0.05,Partial,New,No,219,16,No,Yes,Yes,271,No,5,Standard,Yes,Yes,No
1062,CUST0015,2025-01-31,Energy Drink,Accessories,One-Time,69.12,Yes,3.82,,,2025-01-01,2025-03-03,No,PostPilot,No,1,Pending,Credit Card,Tablet,Organic,UK,East,12.31,6.11,None,Returning,Yes,34,2,No,No,Yes,451,No,6,Overnight,No,No,Yes
1063,CUST0012,2025-02-01,Pre-Workout,Accessories,Subscription,86.25,Yes,16.07,,,2025-01-02,2025-03-04,No,OneClickUpsell,Yes,5,Fulfilled,Credit Card,Mobile,Organic,Australia,North,0.89,9.47,None,VIP,No,90,9,Yes,No,No,393,Yes,4,Express,Yes,Yes,No
1064,CUST0041,2025-02-02,Energy Drink,Nutrition,Subscription,23.58,Yes,8.73,SUMMER10,Churned,2025-01-03,2025-03-05,No,,No,7,Unfulfilled,Credit Card,Tablet,Ads,USA,East,1.4,2.05,Partial,Returning,No,295,7,No,Yes,No,98,Yes,3,Overnight,No,Yes,Yes
1065,CUST0001,2025-02-03,Shaker Bottle,Nutrition,One-Time,74.53,No,9.07,SUMMER10,,2025-01-04,2025-03-06,Yes,Zipify,Yes,1,Fulfilled,Credit Card,Tablet,Email,USA,East,3.1,6.14,None,VIP,Yes,145,14,No,Yes,No,307,Yes,3,Overnight,Yes,No,No
1066,CUST0041,2025-02-04,Vitamin Pack,Fitness,One-Time,58.5,No,9.15,NEW20,Active,2025-01-05,2025-03-07,No,PostPilot,No,7,Fulfilled,Shop Pay,Tablet,Referral,Canada,East,10.92,7.46,None,Returning,Yes,210,12,Yes,No,Yes,309,No,2,Express,Yes,Yes,No
1067,CUST0011,2025-02-05,Vitamin Pack,Accessories,Subscription,86.58,No,5.43,NEW20,Active,2025-01-06,2025-03-08,No,,No,2,Fulfilled,Shop Pay,Desktop,Email,Australia,North,11.82,6.62,Partial,Returning,No,76,15,No,Yes,No,135,Yes,8,Overnight,No,No,Yes
1068,CUST0034,2025-02-06,Shaker Bottle,Nutrition,One-Time,23.09,Yes,4.66,,Active,2025-01-07,2025-03-09,Yes,PostPilot,No,9,Pending,PayPal,Desktop,Email,Australia,South,9.58,0.77,Partial,VIP,Yes,103,7,Yes,No,Yes,477,Yes,2,Overnight,No,No,No
1069,CUST0047,2025-02-07,Shaker Bottle,Nutrition,Subscription,97.97,No,11.8,NEW20,Churned,2025-01-08,2025-03-10,Yes,,Yes,4,Unfulfilled,Credit Card,Desktop,Ads,Australia,South,13.98,4.82,Full,New,No,218,6,Yes,Yes,No,392,Yes,7,Standard,Yes,No,Yes
1070,CUST0020,2025-02-08,Energy Drink,Fitness,One-Time,37.89,No,14.24,,,2025-01-09,2025-03-11,Yes,PostPilot,No,9,Fulfilled,Shop Pay,Desktop,Ads,Australia,South,1.63,2.11,Partial,New,Yes,172,4,Yes,Yes,No,271,Yes,9,Overnight,No,Yes,Yes
1071,CUST0042,2025-02-09,Protein Bar,Health,One-Time,35.16,Yes,14.26,,Churned,2025-01-10,2025-03-12,Yes,OneClickUpsell,No,4,Pending,Credit Card,Tablet,Email,Australia,West,6.64,6.68,None,Returning,No,73,7,Yes,Yes,Yes,348,No,5,Express,No,Yes,No
1072,CUST0024,2025-02-10,Energy Drink,Accessories,One-Time,60.39,Yes,15.87,NEW20,,2025-01-11,2025-03-13,No,,Yes,8,Pending,Credit Card,Desktop,Referral,Australia,North,11.73,6.81,Full,New,No,198,14,No,No,No,190,Yes,6,Overnight,No,Yes,No
1073,CUST0037,2025-02-11,Pre-Workout,Health,One-Time,55.59,No,10.74,SUMMER10,Churned,2025-01-12,2025-03-14,No,Zipify,Yes,8,Pending,PayPal,Mobile,Email,Australia,South,12.32,0.27,Partial,Returning,Yes,177,19,Yes,No,No,273,No,8,Standard,No,No,Yes
1074,CUST0032,2025-02-12,Shaker Bottle,Fitness,One-Time,45.61,Yes,0.79,BFCM,Churned,2025-01-13,2025-03-15,No,PostPilot,Yes,5,Pending,PayPal,Desktop,Organic,Canada,West,1.87,5.5,Partial,VIP,No,195,10,Yes,No,No,5,Yes,4,Standard,No,Yes,No
1075,CUST0026,2025-02-13,Energy Drink,Health,Subscription,80.24,Yes,13.52,,Active,2025-01-14,2025-03-16,No,,No,2,Unfulfilled,Credit Card,Desktop,Organic,USA,East,13.28,4.26,Partial,VIP,No,187,17,Yes,No,Yes,97,Yes,4,Standard,No,Yes,Yes
1076,CUST0045,2025-02-14,Pre-Workout,Accessories,One-Time,66.78,Yes,2.28,,Active,2025-01-15,2025-03-17,Yes,PostPilot,Yes,8,Unfulfilled,PayPal,Tablet,Referral,UK,North,11.03,1.21,Partial,Returning,Yes,74,9,No,Yes,No,303,Yes,7,Overnight,No,No,No
1077,CUST0010,2025-02-15,Vitamin Pack,Accessories,Subscription,59.19,No,16.55,SUMMER10,Active,2025-01-16,2025-03-18,No,OneClickUpsell,Yes,4,Unfulfilled,Credit Card,Mobile,Organic,Canada,North,6.94,6.64,Partial,Returning,Yes,90,10,Yes,Yes,No,196,No,2,Standard,No,Yes,No
1078,CUST0032,2025-02-16,Shaker Bottle,Nutrition,Subscription,99.73,No,16.81,BFCM,Churned,2025-01-17,2025-03-19,No,OneClickUpsell,No,2,Fulfilled,Shop Pay,Tablet,Referral,Australia,West,5.13,4.17,None,New,No,111,14,Yes,Yes,Yes,408,Yes,4,Express,No,Yes,No
1079,CUST0023,2025-02-17,Protein Bar,Health,One-Time,88.18,No,7.04,BFCM,Active,2025-01-18,2025-03-20,No,OneClickUpsell,Yes,3,Pending,Credit Card,Mobile,Email,Canada,West,6.95,6.96,None,New,Yes,253,11,Yes,Yes,No,340,No,8,Overnight,Yes,Yes,No
1080,CUST0036,2025-02-18,Pre-Workout,Nutrition,One-Time,95.92,No,18.71,,Active,2025-01-19,2025-03-21,No,OneClickUpsell,Yes,2,Unfulfilled,PayPal,Tablet,Organic,UK,North,3.32,5.28,None,New,No,233,18,Yes,No,Yes,31,No,6,Overnight,Yes,No,No
1081,CUST0032,2025-02-19,Vitamin Pack,Nutrition,Subscription,50.78,No,11.6,BFCM,,2025-01-20,2025-03-22,No,Zipify,No,2,Unfulfilled,Shop Pay,Mobile,Ads,Canada,South,1.3,8.95,Full,VIP,No,209,16,No,Yes,Yes,430,Yes,6,Express,Yes,No,Yes
1082,CUST0030,2025-02-20,Energy Drink,Accessories,One-Time,22.95,No,8.44,SUMMER10,,2025-01-21,2025-03-23,No,,No,4,Unfulfilled,Shop Pay,Tablet,Email,Australia,North,14.41,2.48,Partial,New,Yes,40,3,No,No,Yes,357,Yes,6,Standard,No,Yes,Yes
1083,CUST0039,2025-02-21,Shaker Bottle,Health,Subscription,93.17,No,0.75,SUMMER10,Churned,2025-01-22,2025-03-24,Yes,PostPilot,No,9,Unfulfilled,Shop Pay,Desktop,Email,Canada,West,4.83,9.7,Partial,Returning,No,135,18,Yes,No,Yes,174,Yes,6,Overnight,No,Yes,Yes
1084,CUST0046,2025-02-22,Protein Bar,Health,One-Time,70.12,No,1.74,SUMMER10,Active,2025-01-23,2025-03-25,No,,Yes,4,Fulfilled,Credit Card,Tablet,Ads,Canada,East,12.7,8.94,Partial,Returning,No,231,14,Yes,No,Yes,172,No,2,Express,Yes,Yes,Yes
1085,CUST0047,2025-02-23,Energy Drink,Accessories,One-Time,71.65,No,18.55,,Churned,2025-01-24,2025-03-26,No,,No,1,Pending,PayPal,Desktop,Referral,Australia,North,11.97,2.06,Full,Returning,Yes,261,1,Yes,No,Yes,449,No,5,Standard,No,No,No
1086,CUST0049,2025-02-24,Pre-Workout,Fitness,One-Time,70.84,No,5.96,NEW20,Active,2025-01-25,2025-03-27,No,Zipify,Yes,6,Fulfilled,Credit Card,Tablet,Ads,Canada,North,6.93,3.54,Partial,New,No,162,16,Yes,No,No,275,Yes,3,Express,Yes,Yes,Yes
1087,CUST0039,2025-02-25,Vitamin Pack,Nutrition,One-Time,65.67,No,15.95,,Churned,2025-01-26,2025-03-28,No,,No,7,Pending,PayPal,Desktop,Email,UK,East,5.06,6.31,None,VIP,No,183,16,No,No,No,239,Yes,1,Standard,No,Yes,No
1088,CUST0027,2025-02-26,Pre-Workout,Nutrition,Subscription,99.37,No,8.95,NEW20,Active,2025-01-27,2025-03-29,No,PostPilot,Yes,6,Pending,Shop Pay,Mobile,Ads,UK,North,13.17,1.69,Partial,Returning,No,187,12,No,Yes,Yes,239,Yes,4,Express,No,Yes,Yes
1089,CUST0005,2025-02-27,Shaker Bottle,Nutrition,Subscription,32.48,No,2.31,NEW20,,2025-01-28,2025-03-30,Yes,OneClickUpsell,No,9,Unfulfilled,PayPal,Tablet,Ads,Australia,North,3.5,1.12,Partial,Returning,Yes,192,10,Yes,No,Yes,386,Yes,9,Standard,Yes,No,No
1090,CUST0004,2025-02-28,Vitamin Pack,Nutrition,One-Time,25.8,No,12.0,BFCM,,2025-01-29,2025-03-31,Yes,,No,9,Pending,Credit Card,Mobile,Organic,UK,West,8.97,8.6,None,New,No,67,11,No,Yes,Yes,298,No,7,Standard,No,Yes,No
1091,CUST0009,2025-03-01,Shaker Bottle,Fitness,Subscription,57.83,Yes,1.37,NEW20,Active,2025-01-30,2025-04-01,No,,No,5,Pending,Credit Card,Mobile,Ads,Canada,East,11.37,7.49,Partial,New,Yes,234,10,Yes,Yes,No,412,No,5,Standard,No,Yes,Yes
1092,CUST0020,2025-03-02,Protein Bar,Fitness,Subscription,81.46,Yes,2.38,NEW20,Churned,2025-01-31,2025-04-02,Yes,Zipify,No,7,Pending,Credit Card,Desktop,Organic,Australia,East,3.74,1.36,Partial,New,No,219,13,Yes,Yes,Yes,230,No,6,Overnight,No,No,Yes
1093,CUST0001,2025-03-03,Pre-Workout,Fitness,Subscription,81.43,No,11.71,,,2025-02-01,2025-04-03,No,PostPilot,Yes,3,Unfulfilled,Credit Card,Tablet,Referral,USA,East,3.17,7.33,None,New,No,71,12,No,No,Yes,3,No,7,Standard,Yes,Yes,Yes
1094,CUST0031,2025-03-04,Pre-Workout,Nutrition,One-Time,61.77,No,5.07,BFCM,,2025-02-02,2025-04-04,No,Zipify,No,2,Pending,Credit Card,Desktop,Referral,USA,East,5.49,1.51,Partial,Returning,Yes,256,6,Yes,Yes,Yes,127,Yes,2,Overnight,No,Yes,No
1095,CUST0019,2025-03-05,Vitamin Pack,Fitness,One-Time,79.11,No,3.72,,,2025-02-03,2025-04-05,Yes,,No,8,Fulfilled,Shop Pay,Desktop,Organic,Canada,South,2.89,6.99,Partial,New,No,48,15,No,No,No,87,Yes,9,Overnight,Yes,No,No
1096,CUST0026,2025-03-06,Protein Bar,Nutrition,Subscription,51.23,No,18.81,SUMMER10,Churned,2025-02-04,2025-04-06,Yes,Zipify,Yes,2,Unfulfilled,PayPal,Desktop,Organic,UK,North,14.34,9.29,None,VIP,Yes,176,5,Yes,No,No,11,No,6,Express,No,No,Yes
1097,CUST0030,2025-03-07,Protein Bar,Nutrition,One-Time,78.39,No,3.37,,Churned,2025-02-05,2025-04-07,No,OneClickUpsell,No,8,Pending,PayPal,Tablet,Email,USA,North,4.68,2.02,None,Returning,No,220,2,Yes,No,No,487,No,2,Standard,Yes,No,No
1098,CUST0014,2025-03-08,Vitamin Pack,Fitness,One-Time,16.21,No,4.11,NEW20,Churned,2025-02-06,2025-04-08,Yes,Zipify,No,7,Unfulfilled,PayPal,Mobile,Organic,Canada,South,7.87,0.18,Partial,VIP,Yes,278,19,No,No,Yes,122,No,8,Overnight,No,Yes,No
1099,CUST0018,2025-03-09,Vitamin Pack,Nutrition,Subscription,93.25,Yes,17.3,,Active,2025-02-07,2025-04-09,Yes,Zipify,Yes,7,Fulfilled,Shop Pay,Mobile,Organic,Canada,South,2.05,5.01,None,Returning,No,144,9,Yes,No,Yes,14,No,3,Express,Yes,No,Yes
1100,CUST0012,2025-03-10,Energy Drink,Health,One-Time,32.05,Yes,7.98,NEW20,Churned,2025-02-08,2025-04-10,Yes,,Yes,1,Pending,PayPal,Mobile,Email,Canada,North,13.41,1.5,Full,VIP,Yes,208,12,No,No,No,44,No,3,Standard,Yes,No,Yes
